Transaction_ID,Date,Customer_Type,Crop_Type,Harvest_Season,Moisture_Content_%,DM_Content_%,Quantity_MT,Price_per_MT_INR,Total_Sales_INR,Logistics_Cost_INR,Profit_Margin_%,Payment_Mode,Credit_Period_Days,Bagging_Type
TXN2023-001569,31-12-2023,Dairy Farm,Hybrid Mix,Rabi,68.3,31.7,2.5,5719,17960,2565.3,14.8,Bank Transfer,0,Bale-50kg
TXN2024-001387,01-01-2024,Distributor,Hybrid Mix,Rabi,60.7,39.3,18.44,5890,112023,5168.58,9.3,Cash,0,Bulk
TXN2024-000904,01-01-2024,Individual Farmer,Jowar,Rabi,68.9,31.1,16.62,7629,111719.64,3389.85,18.86,UPI,0,Bulk
TXN2024-005077,01-01-2024,Co-operative,Jowar,Rabi,69.2,30.8,14.03,7520,103036.32,3757.93,14.27,Bank Transfer,0,Bale-50kg
TXN2024-000270,01-01-2024,Dairy Farm,Jowar,Rabi,65.4,34.6,10.54,7959,76309.6,4529.39,13.05,Credit,14,Bulk
TXN2024-004623,01-01-2024,Individual Farmer,Maize,Rabi,61,39,8.06,6395,64536.42,4323.65,11.11,Credit,21,Bale-50kg
TXN2024-005383,01-01-2024,Dairy Farm,Maize,Rabi,67.6,40.2,6.61,6954,42495.69,1721.9,15.56,UPI,0,Bale-50kg
TXN2024-001354,02-01-2024,Dairy Farm,Jowar,Rabi,67.1,32.9,10.83,7974,77326.2,4388.54,17.14,Cash,0,Bulk
TXN2024-002723,02-01-2024,Co-operative,Maize,Rabi,72,28,8.96,6171,68275.2,3780.54,17.85,Cash,0,Bale-50kg
TXN2024-005307,02-01-2024,Dairy Farm,Maize,Rabi,65,31.6,6.69,6841,45987.06,2512.8,10.11,Bank Transfer,0,Bags
TXN2024-004996,02-01-2024,Individual Farmer,Maize,Rabi,69.5,30.5,6.54,6280,41627.1,2374.01,16.15,Bank Transfer,0,Bulk
TXN2024-002744,02-01-2024,Individual Farmer,Hybrid Mix,Rabi,61,39,6.53,5689,36894.5,2521.17,14.73,Credit,45,Bulk
TXN2024-004909,03-01-2024,Individual Farmer,Maize,Rabi,65,29.8,8.97,7237,60323.25,4496.4,10.91,Bank Transfer,0,Bale-25kg
TXN2024-000290,03-01-2024,Dairy Farm,Bajra,Rabi,67,33,8.69,7428,60864.76,4010.52,20.17,UPI,0,Bulk
TXN2024-001989,03-01-2024,Co-operative,Maize,Rabi,59.8,40.2,7.69,6205,47255.05,4161.54,13.38,Credit,30,Bags
TXN2024-000604,03-01-2024,Individual Farmer,Maize,Rabi,65,33.2,6.94,6994,46213.46,1587.3,16.11,UPI,0,Bale-50kg
TXN2024-002042,04-01-2024,Dairy Farm,Jowar,Rabi,69.3,30.7,19.09,7677,149990.13,3565.87,16.95,Bank Transfer,0,Bale-50kg
TXN2024-004873,04-01-2024,Individual Farmer,Bajra,Rabi,67.5,32.5,8.94,7559,68900.58,3639.64,13.62,Credit,45,Bags
TXN2024-004148,04-01-2024,Dairy Farm,Bajra,Rabi,63.1,36.9,7.86,7348,56088.96,4369.35,16.85,Cash,0,Bulk
TXN2024-000597,04-01-2024,Dairy Farm,Bajra,Rabi,72,31.8,6.64,6700,44189.2,3507.08,15.74,UPI,0,Bale-50kg
TXN2024-004645,04-01-2024,Individual Farmer,Jowar,Rabi,67.1,32.9,3.32,8591,31241.2,1567.83,15.26,UPI,0,Bags
TXN2024-005101,05-01-2024,Individual Farmer,Maize,Rabi,65.5,34.5,9.91,7220,79676.4,3435.3,20.4,UPI,0,Bale-50kg
TXN2024-004460,06-01-2024,Individual Farmer,Maize,Rabi,59.7,40.3,19.55,6462,134973.2,5033.97,17.09,Bank Transfer,0,Bale-25kg
TXN2024-003941,06-01-2024,Distributor,Maize,Rabi,64.9,36.1,14.18,6811,80868.54,4300.74,12.95,Bank Transfer,0,Bags
TXN2024-003590,06-01-2024,Individual Farmer,Maize,Rabi,68.7,31.3,7.1,6317,54776.5,1719,19.6,UPI,0,Bale-25kg
TXN2024-005159,06-01-2024,Dairy Farm,Bajra,Rabi,69.7,30.3,5.45,6702,39359.9,2008.6,19.46,Bank Transfer,0,Bale-50kg
TXN2024-002135,06-01-2024,Dairy Farm,Jowar,Rabi,64.5,35.5,4.83,8401,42127.26,3841.39,16.57,Bank Transfer,0,Bulk
TXN2024-002318,07-01-2024,Co-operative,Maize,Rabi,62.5,37.5,10.7,6715,59406.4,2909.4,15.16,UPI,0,Bulk
TXN2024-002447,07-01-2024,Dairy Farm,Jowar,Rabi,59.2,40.8,9.64,7597,84089.72,2722.38,13.68,Bank Transfer,0,Bags
TXN2024-001598,08-01-2024,Co-operative,Maize,Rabi,62.8,37.2,8.9,6884,72793.1,2317.75,11.46,UPI,0,Bale-50kg
TXN2024-004770,08-01-2024,Distributor,Maize,Rabi,66.2,33.8,8.28,7135,67316.4,3272.98,9.29,Credit,7,Bale-25kg
TXN2024-003411,08-01-2024,Co-operative,Maize,Rabi,65,32.7,6.5,6800,45357,2004.68,13.68,Credit,30,Bulk
TXN2024-001831,08-01-2024,Individual Farmer,Jowar,Rabi,72,42,5.68,7794,47371.2,2175.48,16.44,Bank Transfer,0,Bale-50kg
TXN2024-002431,09-01-2024,Co-operative,Maize,Rabi,65,38.3,21.77,7103,151606.28,2549.83,17.85,Bank Transfer,0,Bale-50kg
TXN2024-003727,09-01-2024,Individual Farmer,Hybrid Mix,Rabi,65,33.4,16.8,6631,101589.6,4544.3,11.37,Credit,21,Bale-50kg
TXN2024-002925,09-01-2024,Dairy Farm,Maize,Rabi,64.9,32.7,7.69,6916,46909,3117.05,13.19,UPI,0,Bale-50kg
TXN2024-004294,09-01-2024,Co-operative,Jowar,Rabi,60.2,39.8,5.22,7518,38565.36,2902.67,13.62,Credit,7,Bale-50kg
TXN2024-002567,09-01-2024,Distributor,Jowar,Rabi,64.1,35.9,4.58,8601,37331.58,2029.16,13.5,Bank Transfer,0,Bale-50kg
TXN2024-004196,10-01-2024,Individual Farmer,Bajra,Rabi,59.7,40.3,11.34,6542,67155.48,1941.21,14.86,UPI,0,Bulk
TXN2024-004880,10-01-2024,Distributor,Bajra,Rabi,62.5,37.5,8.02,7506,62612.14,2622.84,8.72,UPI,0,Bale-25kg
TXN2024-005447,10-01-2024,Individual Farmer,Bajra,Rabi,67.9,32.1,7.79,7554,63067.84,3068.17,15.38,UPI,0,Bags
TXN2024-003929,10-01-2024,Individual Farmer,Hybrid Mix,Rabi,59.5,40.5,4.6,5878,34385,2538.77,12.48,Credit,14,Bale-25kg
TXN2024-002977,11-01-2024,Dairy Farm,Bajra,Rabi,63.6,36.4,30,7390,172140,3173,16.89,UPI,0,Bulk
TXN2024-002157,11-01-2024,Distributor,Jowar,Rabi,69.8,30.2,9.8,7860,65846.2,2250.99,7.2,UPI,0,Bale-50kg
TXN2024-000058,11-01-2024,Dairy Farm,Jowar,Rabi,61.5,38.5,5.43,7477,48777.69,2147.12,12.12,Cash,0,Bale-50kg
TXN2024-004908,11-01-2024,Individual Farmer,Maize,Rabi,65.6,34.4,2.43,7150,20137.41,2703.69,11.9,UPI,0,Bale-50kg
TXN2024-004811,12-01-2024,Individual Farmer,Jowar,Rabi,66,34,6.26,8351,45841.98,2455.71,12.27,Cash,0,Bulk
TXN2024-000149,12-01-2024,Dairy Farm,Bajra,Rabi,66.1,33.9,6.03,7308,39014.1,1957.61,16.9,Cash,0,Bulk
TXN2024-000535,12-01-2024,Co-operative,Maize,Rabi,65,40.3,5.92,6667,37118.4,2617.16,17.5,UPI,0,Bulk
TXN2024-000335,13-01-2024,Individual Farmer,Jowar,Rabi,69.4,30.6,16.58,7802,126986.22,5646.8,18.84,Credit,7,Bale-50kg
TXN2024-001158,13-01-2024,Individual Farmer,Hybrid Mix,Rabi,68.5,31.5,8.27,5914,52109.27,2434.76,12.42,Credit,21,Bulk
TXN2024-005090,13-01-2024,Individual Farmer,Bajra,Rabi,65.3,34.7,6.31,7518,47407.03,2079.13,12.07,UPI,0,Bale-50kg
TXN2024-002386,14-01-2024,Individual Farmer,Bajra,Rabi,62.8,37.2,11.93,7485,75791.29,3864.67,19.4,Bank Transfer,0,Bale-50kg
TXN2024-000341,14-01-2024,Individual Farmer,Jowar,Rabi,70.8,29.2,6.47,7745,44953.56,2427.84,17.69,UPI,0,Bags
TXN2024-005495,14-01-2024,Dairy Farm,Maize,Rabi,64,36,6.35,6792,50139.6,3498.55,10.59,Credit,45,Bulk
TXN2024-004925,14-01-2024,Individual Farmer,Bajra,Rabi,66.2,33.8,6.08,7608,40766.4,2555.52,15.26,UPI,0,Bale-50kg
TXN2024-000713,15-01-2024,Co-operative,Bajra,Rabi,68.8,31.2,16.48,6692,115376.48,4699.97,13.51,UPI,0,Bale-50kg
TXN2024-001912,15-01-2024,Distributor,Jowar,Rabi,65.3,34.7,7.94,8408,73008.3,3872.84,13.26,Bank Transfer,0,Bale-25kg
TXN2024-004530,15-01-2024,Dairy Farm,Bajra,Rabi,58.5,41.5,4.05,6761,32391.9,3634.15,6,Credit,21,Bale-50kg
TXN2024-002140,16-01-2024,Individual Farmer,Jowar,Rabi,67.7,32.3,29.81,8474,237198.17,3501.06,18.15,Bank Transfer,0,Bale-50kg
TXN2024-003892,16-01-2024,Individual Farmer,Bajra,Rabi,63,37,14.3,7521,101730.2,5053.71,18.69,Credit,21,Bags
TXN2024-003101,16-01-2024,Co-operative,Hybrid Mix,Rabi,63.1,36.9,12.65,6142,80732.3,4148.44,15.43,Bank Transfer,0,Bulk
TXN2024-002674,16-01-2024,Dairy Farm,Maize,Rabi,63.7,29.9,11.21,6689,64928.32,4194.2,13.96,Bank Transfer,0,Bags
TXN2024-004228,16-01-2024,Distributor,Bajra,Rabi,60.3,39.7,4.07,6683,31387.84,2042.52,20.12,Bank Transfer,0,Bulk
TXN2024-004269,17-01-2024,Co-operative,Bajra,Rabi,68.8,31.2,12.52,6555,75958.84,2778.85,21.23,Bank Transfer,0,Bags
TXN2024-000683,17-01-2024,Individual Farmer,Jowar,Rabi,58.9,28.7,9.36,7864,64116,3745.71,20.44,UPI,0,Bale-25kg
TXN2024-003666,17-01-2024,Individual Farmer,Maize,Rabi,65,34.7,6.07,7123,42077.24,3818.77,8.48,Bank Transfer,0,Bale-25kg
TXN2024-000940,17-01-2024,Distributor,Bajra,Rabi,69,31,4.18,6726,26371.62,3336.39,14.15,UPI,0,Bulk
TXN2024-000051,18-01-2024,Individual Farmer,Maize,Rabi,64.9,35.1,17.99,7078,137245.71,3479.33,12.12,UPI,0,Bale-50kg
TXN2024-000817,18-01-2024,Individual Farmer,Bajra,Rabi,66.2,33.8,13.46,7430,102269.08,4353.2,17.49,UPI,0,Bale-50kg
TXN2024-004443,18-01-2024,Distributor,Maize,Rabi,62,38,8.05,6348,62331.15,1749.98,12.38,Bank Transfer,0,Bale-25kg
TXN2024-002019,18-01-2024,Dairy Farm,Jowar,Rabi,67.7,32.3,6.99,8307,49545.12,3296.33,10.56,UPI,0,Bale-50kg
TXN2024-005397,18-01-2024,Individual Farmer,Bajra,Rabi,70.5,29.5,6.91,6868,51520.96,3385.32,16.82,UPI,0,Bags
TXN2024-000689,19-01-2024,Distributor,Maize,Rabi,63.6,36.4,15.24,7016,91150.44,4755.9,11.93,Credit,21,Bale-50kg
TXN2024-005064,19-01-2024,Co-operative,Hybrid Mix,Rabi,60.4,39.6,14.18,5598,74203.94,2586.78,11.31,Bank Transfer,0,Bulk
TXN2024-005405,19-01-2024,Individual Farmer,Hybrid Mix,Rabi,66.8,33.2,8.96,6600,52460.8,2757.19,17.9,Bank Transfer,0,Bale-25kg
TXN2024-001896,20-01-2024,Dairy Farm,Maize,Rabi,69,31,17.57,6180,120249.08,5086.39,16.06,Cash,0,Bags
TXN2024-001048,20-01-2024,Individual Farmer,Jowar,Rabi,70.8,42,13.62,7649,101618.82,2788.49,19.84,Bank Transfer,0,Bulk
TXN2024-001886,20-01-2024,Distributor,Jowar,Rabi,61.6,38.4,8.61,7749,69586.02,4347.54,10.89,Bank Transfer,0,Bags
TXN2024-002661,20-01-2024,Dairy Farm,Maize,Rabi,64.6,35.4,5.64,6853,45261,2988.54,16.07,UPI,0,Bulk
TXN2024-001289,21-01-2024,Individual Farmer,Hybrid Mix,Rabi,60.4,39.6,17.08,5981,104256.32,5308.37,17.98,UPI,0,Bags
TXN2024-004245,21-01-2024,Co-operative,Bajra,Rabi,63.1,36.9,8.65,7395,56977.55,3687.27,12,Cash,0,Bulk
TXN2024-004379,21-01-2024,Dairy Farm,Bajra,Rabi,64.5,35.5,8.38,7472,66453.4,2912.2,10.71,Bank Transfer,0,Bags
TXN2024-001531,21-01-2024,Dairy Farm,Jowar,Rabi,72,30.3,3.76,7768,27963.12,2986.04,15.1,Cash,0,Bale-50kg
TXN2024-004177,22-01-2024,Individual Farmer,Bajra,Rabi,72,28,14.83,6630,107487.84,4672.28,17.57,Bank Transfer,0,Bulk
TXN2024-004019,22-01-2024,Individual Farmer,Maize,Rabi,69.7,30.3,12.31,6260,87548.72,4811.12,15.04,Cash,0,Bale-50kg
TXN2024-005352,22-01-2024,Individual Farmer,Jowar,Rabi,69.9,30.1,4.39,7894,33781.05,2666.01,15.32,Cash,0,Bags
TXN2024-005142,23-01-2024,Dairy Farm,Jowar,Rabi,64.7,35.3,12.91,8098,85774.04,4614.65,10.81,Bank Transfer,0,Bags
TXN2024-000301,23-01-2024,Co-operative,Bajra,Rabi,63.9,36.1,12.54,7183,87466.5,4797.58,12.25,UPI,0,Bulk
TXN2024-005232,23-01-2024,Dairy Farm,Jowar,Rabi,58.1,41.9,12.13,7436,82326.31,3464.71,13.99,UPI,0,Bulk
TXN2024-001320,23-01-2024,Co-operative,Hybrid Mix,Rabi,65.2,34.8,9.17,6350,67812.15,2749.64,13.73,Cash,0,Bags
TXN2024-003576,23-01-2024,Individual Farmer,Maize,Rabi,67.6,35.2,6.82,7094,42202.16,2505.34,20.57,UPI,0,Bale-50kg
TXN2024-000395,23-01-2024,Distributor,Bajra,Rabi,67.1,32.9,2.59,7446,18145.54,2384.96,11.66,UPI,0,Bale-25kg
TXN2024-001458,24-01-2024,Co-operative,Jowar,Rabi,68.8,31.2,14.54,7563,100122.44,3162.38,16.6,Bank Transfer,0,Bale-50kg
TXN2024-003854,24-01-2024,Individual Farmer,Maize,Rabi,68.5,31.5,10.76,6240,79893,3926.44,15.04,UPI,0,Bale-25kg
TXN2024-002518,24-01-2024,Dairy Farm,Maize,Rabi,65.2,37.7,9.44,6954,68317.28,4390.74,18.58,Bank Transfer,0,Bale-50kg
TXN2024-001682,24-01-2024,Co-operative,Bajra,Rabi,62.7,37.3,9.26,7273,74774.5,2553.78,21.21,Bank Transfer,0,Bulk
TXN2024-001642,24-01-2024,Individual Farmer,Bajra,Rabi,69.2,30.8,6.9,6696,52219.2,3244.19,10.65,UPI,0,Bags
TXN2024-001828,24-01-2024,Individual Farmer,Hybrid Mix,Rabi,70.5,29.5,6.58,5988,39651.08,1668.9,20.93,UPI,0,Bale-25kg
TXN2024-002269,24-01-2024,Co-operative,Bajra,Rabi,59.6,40.4,6.25,6668,39068.75,2459.56,10.6,Bank Transfer,0,Bags
TXN2024-003314,24-01-2024,Co-operative,Maize,Rabi,63.6,36.4,5.26,6767,42642.82,2482.46,16.84,Credit,30,Bale-50kg
TXN2024-000003,24-01-2024,Dairy Farm,Maize,Rabi,65,37.6,3.03,6898,19988.91,3530.02,13.37,Bank Transfer,0,Bale-50kg
TXN2024-001033,25-01-2024,Individual Farmer,Maize,Rabi,64.8,35.2,20.76,7124,159955.8,4262.27,15.25,Bank Transfer,0,Bale-50kg
TXN2024-004890,25-01-2024,Dairy Farm,Bajra,Rabi,63.3,36.7,20.72,7517,128215.36,2330.21,18.1,Cash,0,Bale-50kg
TXN2024-002115,25-01-2024,Co-operative,Bajra,Rabi,63.4,36.6,15.39,7304,96895.44,4442.09,16.11,Bank Transfer,0,Bulk
TXN2024-002808,25-01-2024,Dairy Farm,Maize,Rabi,61.3,38.7,4.7,6115,38469.5,2629.68,15.51,UPI,0,Bags
TXN2024-002570,26-01-2024,Individual Farmer,Maize,Rabi,68.4,31.6,13.1,6255,89132.4,3286.52,12.84,Cash,0,Bulk
TXN2024-002417,26-01-2024,Co-operative,Bajra,Rabi,60.7,39.3,12.25,6412,72213.75,3303.58,9.55,Credit,7,Bags
TXN2024-001522,26-01-2024,Dairy Farm,Maize,Rabi,65,39.1,8.31,6859,56740.68,2230.83,15.47,Cash,0,Bags
TXN2024-002841,26-01-2024,Dairy Farm,Bajra,Rabi,61.9,38.1,3.31,6628,23305.71,2644.76,10.16,Bank Transfer,0,Bale-50kg
TXN2024-000284,27-01-2024,Dairy Farm,Bajra,Rabi,59.5,40.5,21.43,6753,146259.75,4475.98,17.8,Bank Transfer,0,Bags
TXN2024-005070,27-01-2024,Dairy Farm,Maize,Rabi,67.6,35.3,9.9,6939,64825.2,4406.43,15.27,Bank Transfer,0,Bale-50kg
TXN2024-001054,27-01-2024,Dairy Farm,Maize,Rabi,67.6,36.9,9.8,6910,70736.4,3609.45,13.41,UPI,0,Bulk
TXN2024-000160,27-01-2024,Individual Farmer,Hybrid Mix,Rabi,62.9,37.1,7.53,6739,50277.81,2319.53,16.88,Cash,0,Bale-25kg
TXN2024-005049,28-01-2024,Dairy Farm,Maize,Rabi,67.4,32.6,8.11,6822,53298.92,4051.35,17.08,UPI,0,Bags
TXN2024-001992,29-01-2024,Individual Farmer,Maize,Rabi,60.8,39.2,13.68,6383,100028.16,3099.9,15.97,Bank Transfer,0,Bale-25kg
TXN2024-000764,29-01-2024,Dairy Farm,Maize,Rabi,68,32,10.49,5860,58670.57,4099.86,15.17,UPI,0,Bulk
TXN2024-003748,29-01-2024,Individual Farmer,Jowar,Rabi,60.7,37.4,9.46,7757,72160.88,2066.34,14.5,Cash,0,Bags
TXN2024-001002,29-01-2024,Co-operative,Jowar,Rabi,63.8,36.2,7.6,8185,68491.2,4119.17,12.9,Bank Transfer,0,Bulk
TXN2024-003326,29-01-2024,Co-operative,Maize,Rabi,60.8,39.2,6.54,6096,37474.2,2254.97,20.54,UPI,0,Bulk
TXN2024-002299,29-01-2024,Dairy Farm,Maize,Rabi,66.6,33.4,6.35,6863,47478.95,2940.32,21.16,Cash,0,Bags
TXN2024-002461,29-01-2024,Co-operative,Bajra,Rabi,66.4,33.6,4.97,7335,37026.5,1963.77,9.04,Bank Transfer,0,Bags
TXN2024-004395,29-01-2024,Dairy Farm,Hybrid Mix,Rabi,69.2,30.8,3.46,5764,19583.6,3470.41,15.18,UPI,0,Bale-50kg
TXN2024-005178,31-01-2024,Dairy Farm,Bajra,Rabi,66.8,33.2,11.77,7201,72974,3348.79,14.86,UPI,0,Bale-50kg
TXN2024-005001,31-01-2024,Distributor,Bajra,Rabi,63.8,36.2,10.8,7263,79077.6,3183.7,15.32,Cash,0,Bale-50kg
TXN2024-001821,31-01-2024,Individual Farmer,Jowar,Rabi,68.4,31.6,10.18,7520,83913.74,3838.79,11.26,Credit,30,Bale-25kg
TXN2024-002777,31-01-2024,Dairy Farm,Maize,Rabi,67.6,29.8,8.87,6994,53033.73,3732.5,12.07,UPI,0,Bags
TXN2024-005228,31-01-2024,Dairy Farm,Hybrid Mix,Rabi,65,35.1,8.33,6433,62699.91,1658.37,12.71,UPI,0,Bulk
TXN2024-001660,01-02-2024,Individual Farmer,Jowar,Rabi,63.5,36.5,21.95,8614,162320.25,3287.69,12.46,Bank Transfer,0,Bale-50kg
TXN2024-002159,01-02-2024,Individual Farmer,Bajra,Rabi,64.4,35.6,14.1,7348,98234.7,4810.79,11.94,Credit,21,Bulk
TXN2024-003775,01-02-2024,Individual Farmer,Bajra,Rabi,61,39,6.91,6703,53545.59,2052.55,16.98,UPI,0,Bags
TXN2024-001875,01-02-2024,Individual Farmer,Bajra,Rabi,62.9,37.1,4.67,7709,35468.65,3323.71,11.55,Cash,0,Bale-25kg
TXN2024-001294,02-02-2024,Dairy Farm,Hybrid Mix,Rabi,67.5,32.5,5.38,6330,39042.66,2126.28,8.57,Credit,14,Bale-50kg
TXN2024-002036,03-02-2024,Individual Farmer,Bajra,Rabi,65.2,34.8,15.53,7395,119984.78,2633.03,15,UPI,0,Bags
TXN2024-005494,03-02-2024,Co-operative,Maize,Rabi,69.9,30.1,10.24,6025,55244.8,3547.27,10.62,UPI,0,Bags
TXN2024-003028,03-02-2024,Dairy Farm,Maize,Rabi,60.7,39.3,7.55,6006,53197.3,3927.22,15.35,Bank Transfer,0,Bulk
TXN2024-000008,04-02-2024,Dairy Farm,Maize,Rabi,64.7,35.3,15.43,6854,87164.07,3461.04,17.59,Bank Transfer,0,Bulk
TXN2024-003216,04-02-2024,Distributor,Jowar,Rabi,58,42,11.92,7656,90162.88,2876.6,13.33,Cash,0,Bale-25kg
TXN2024-004512,04-02-2024,Dairy Farm,Jowar,Rabi,59.2,40.8,11.39,7422,92327.34,4134.25,6.86,UPI,0,Bale-50kg
TXN2024-002511,04-02-2024,Distributor,Bajra,Rabi,68.5,31.5,10.92,6499,66961.44,3154.85,9.46,UPI,0,Bags
TXN2024-000410,04-02-2024,Individual Farmer,Maize,Rabi,59.4,40.6,10.87,6238,75959.56,2629.39,16.88,Bank Transfer,0,Bags
TXN2024-003305,04-02-2024,Co-operative,Maize,Rabi,59.4,40.6,8.69,6094,69528.69,1940.36,16.24,Bank Transfer,0,Bags
TXN2024-001996,04-02-2024,Co-operative,Maize,Rabi,70.5,29.5,7.71,6112,45149.76,2998.12,12.31,UPI,0,Bags
TXN2024-004023,04-02-2024,Dairy Farm,Maize,Rabi,67.6,30.9,7.22,6903,43868.72,1629.86,19.49,UPI,0,Bale-50kg
TXN2024-000861,04-02-2024,Individual Farmer,Maize,Rabi,67.6,34.6,6.52,6927,45894.28,1563.52,8.92,UPI,0,Bags
TXN2024-000714,04-02-2024,Dairy Farm,Jowar,Rabi,66.6,33.4,6.32,8229,46243.44,2902.3,18.04,Credit,14,Bags
TXN2024-000231,04-02-2024,Individual Farmer,Jowar,Rabi,63.8,36.2,4.17,8590,36116.37,3784.96,15.71,UPI,0,Bags
TXN2024-000809,04-02-2024,Dairy Farm,Maize,Rabi,67.6,34.8,3.82,6924,28653.82,2382.49,16.47,UPI,0,Bulk
TXN2024-003979,05-02-2024,Dairy Farm,Jowar,Rabi,66.4,33.6,20.03,8278,153129.35,2270.85,12.04,UPI,0,Bags
TXN2024-004692,05-02-2024,Dairy Farm,Maize,Rabi,65,34.9,17.63,6930,124538.32,2793.84,12.61,UPI,0,Bulk
TXN2024-003614,05-02-2024,Dairy Farm,Maize,Rabi,65,38.9,9.37,7015,65280.79,4348.02,11.36,Bank Transfer,0,Bags
TXN2024-002683,05-02-2024,Dairy Farm,Jowar,Rabi,61.4,38.6,5.19,7472,42630.66,2112.2,18.47,UPI,0,Bale-50kg
TXN2024-004230,05-02-2024,Dairy Farm,Jowar,Rabi,63.7,36.3,4.94,8493,40720.42,2216.42,14.48,Bank Transfer,0,Bale-50kg
TXN2024-004115,05-02-2024,Dairy Farm,Hybrid Mix,Rabi,58,42,1.91,5531,12609.82,1786.91,7.05,Bank Transfer,0,Bulk
TXN2024-004539,06-02-2024,Individual Farmer,Maize,Rabi,65.3,34.7,24.26,7241,162857.38,4599.16,16.68,Bank Transfer,0,Bale-50kg
TXN2024-002718,06-02-2024,Co-operative,Hybrid Mix,Rabi,63.5,36.5,13.61,6256,70309.26,3985.06,17.65,UPI,0,Bale-50kg
TXN2024-004031,06-02-2024,Individual Farmer,Jowar,Rabi,66.2,33.8,12.5,8292,101100,3264.66,12.59,UPI,0,Bale-25kg
TXN2024-001521,06-02-2024,Individual Farmer,Jowar,Rabi,70.3,29.7,10.74,7543,82440.24,4086.35,17.06,Bank Transfer,0,Bale-50kg
TXN2024-001485,06-02-2024,Co-operative,Bajra,Rabi,67.5,32.5,6.59,7241,42301.21,1753.4,17.01,Bank Transfer,0,Bulk
TXN2024-002525,06-02-2024,Dairy Farm,Hybrid Mix,Rabi,68.2,31.8,5.15,5558,34299,1599.06,18.72,UPI,0,Bags
TXN2024-001192,07-02-2024,Dairy Farm,Jowar,Rabi,66.6,33.4,20.75,8350,152969,2291.37,18.85,Bank Transfer,0,Bags
TXN2024-000373,07-02-2024,Co-operative,Maize,Rabi,65,37.7,16.1,6964,118463.8,2313.4,19.35,UPI,0,Bale-50kg
TXN2024-004719,07-02-2024,Distributor,Jowar,Rabi,68.6,31.4,9.04,7755,78756.48,4370.08,8.22,Bank Transfer,0,Bale-25kg
TXN2024-002311,07-02-2024,Individual Farmer,Bajra,Rabi,66.7,33.3,7.45,7499,48149.35,2165.04,11.12,Credit,14,Bags
TXN2024-001871,07-02-2024,Distributor,Bajra,Rabi,65.2,34.8,2.97,7527,22227.48,3314.65,16.4,Bank Transfer,0,Bale-50kg
TXN2024-001396,08-02-2024,Dairy Farm,Bajra,Rabi,64.6,35.4,18.17,7411,142034.89,4942.38,20.32,Credit,14,Bale-50kg
TXN2024-003520,08-02-2024,Individual Farmer,Jowar,Rabi,67.6,32.4,9.48,8552,71782.56,3036.51,17.22,UPI,0,Bale-25kg
TXN2024-002538,08-02-2024,Co-operative,Hybrid Mix,Rabi,62.8,37.2,7.22,6322,41760.48,2841.01,15.77,Bank Transfer,0,Bags
TXN2024-000408,08-02-2024,Co-operative,Hybrid Mix,Rabi,67.6,33.1,6.03,6310,33973.02,2701.2,14.72,UPI,0,Bulk
TXN2024-004605,08-02-2024,Co-operative,Jowar,Rabi,63.1,36.9,4.35,8267,40381.05,3375.1,12.88,UPI,0,Bags
TXN2024-001656,08-02-2024,Co-operative,Bajra,Rabi,66,34,3.66,7245,23987.64,3164.75,18.01,Bank Transfer,0,Bulk
TXN2024-003608,09-02-2024,Dairy Farm,Maize,Rabi,69.7,30.3,13.34,6131,86416.52,3207.02,20.45,UPI,0,Bale-50kg
TXN2024-001115,09-02-2024,Dairy Farm,Hybrid Mix,Rabi,68.9,31.1,12.8,5672,90816,2138.69,17.62,UPI,0,Bags
TXN2024-004913,09-02-2024,Individual Farmer,Bajra,Rabi,69.6,30.4,7.19,6672,49711.66,2841.72,12.5,Bank Transfer,0,Bulk
TXN2024-001773,09-02-2024,Co-operative,Hybrid Mix,Rabi,67.3,32.7,5.07,6207,32245.2,1985.93,11.15,UPI,0,Bulk
TXN2024-004503,10-02-2024,Dairy Farm,Maize,Rabi,67.6,32.4,13.16,6896,94607.24,2695.59,18.13,UPI,0,Bale-50kg
TXN2024-004639,10-02-2024,Dairy Farm,Bajra,Rabi,69.4,30.6,9.41,6673,58737.22,4011.03,19.56,Cash,0,Bags
TXN2024-000776,10-02-2024,Co-operative,Bajra,Rabi,67.8,32.2,4.34,7336,30436.42,2445.32,18.25,Credit,7,Bale-50kg
TXN2024-003435,11-02-2024,Co-operative,Maize,Rabi,67.6,38,26.49,6784,179840.61,4402.84,16.38,UPI,0,Bags
TXN2024-002740,11-02-2024,Distributor,Bajra,Rabi,62.9,37.1,17.59,7417,110324.48,3913.81,10.22,UPI,0,Bulk
TXN2024-002164,11-02-2024,Individual Farmer,Maize,Rabi,59.4,40.6,11.36,6183,82928,4063.06,16.07,Bank Transfer,0,Bulk
TXN2024-000704,11-02-2024,Individual Farmer,Maize,Rabi,62.7,37.3,9.88,7096,64585.56,3127.54,18.15,Credit,45,Bale-50kg
TXN2024-004674,11-02-2024,Individual Farmer,Bajra,Rabi,61.1,38.9,7.83,6835,58364.82,1824.2,12.93,Bank Transfer,0,Bale-25kg
TXN2024-004067,12-02-2024,Distributor,Maize,Rabi,60.1,39.9,10.77,6198,60925.89,2424.65,14.76,UPI,0,Bale-25kg
